system:index,aspect,days,elevation,evimax,evimean,evimedian,evimin,evisum,labels,lstmax,lstmean,lstmedian,lstmin,lstsum,ndvimax,ndvimean,ndvimedian,ndvimin,ndvisum,ndwimax,ndwimean,ndwimedian,ndwimin,ndwisum,precmax,precmean,precmedian,precmin,precsum,slope,time,.geo
1_1_1_1_00000000000000001a68_0_0,265.0075,15,348,0.4601733388361535,0.4046721305436127,0.4243676787147196,0.3097798259088582,1.6186885221744507,0,26.510000000000048,23.636666666666695,24.110000000000014,20.29000000000002,70.91000000000008,0.7290749,0.68229824,0.6948592,0.61039966,2.7291929444524516,0.021913648,-0.002216659,-0.0054476606,-0.019884963,-0.008866636431775987,10.533356,1.7357545,0.0,0.0,26.036317825317383,10.537295,20150303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.63501070186838,24.247775306596186]}"
1_1_1_1_0000000000000000005b_0_0,211.9234,13,787,0.5335982790680716,0.3741441352507218,0.3510903059738256,0.23179933383182658,2.244864811504331,0,17.950000000000045,14.510000000000048,13.82000000000005,12.450000000000045,58.04000000000019,0.80834025,0.72833943,0.7588138,0.61848915,4.370036605114912,0.0670912,-0.024203368,-0.016693354,-0.09799844,-0.14522020582808182,0.0,0.0,0.0,0.0,0.0,8.675215,20151223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.36102454021193,23.73573559464806]}"
1_1_1_1_00000000000000000304_0_0,257.93018,13,506,0.3910856064774782,0.34126606472605586,0.3390728476821192,0.2936397400185701,1.0237981941781675,0,17.670000000000016,16.160000000000025,16.160000000000025,14.650000000000034,32.32000000000005,0.609308,0.60006934,0.6014263,0.58947366,1.800208013704336,-0.03784813,-0.07461569,-0.060105037,-0.12589389,-0.22384705767035484,0.0,0.0,0.0,0.0,0.0,5.2524614,20151223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.66894872248069,24.27472476511977]}"
1_1_1_1_00000000000000000795_0_0,324.8072,13,177,0.39859640275676583,0.3459492832529072,0.3459492832529072,0.2933021637490486,0.6918985665058144,0,15.53000000000003,15.53000000000003,15.53000000000003,15.53000000000003,15.53000000000003,0.7518827,0.53110385,0.53110385,0.310325,1.0622076721598737,0.09836066,0.08196721,0.08196721,0.06557377,0.16393442451953888,0.0,0.0,0.0,0.0,0.0,16.743397,20151223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.89801911993116,21.903172415044235]}"
1_1_1_1_0000000000000000183b_0_0,268.0728,10,313,0.30986917513141776,0.30986917513141776,0.30986917513141776,0.30986917513141776,0.30986917513141776,0,16.210000000000036,16.210000000000036,16.210000000000036,16.210000000000036,16.210000000000036,0.63022506,0.63022506,0.63022506,0.63022506,0.630225080385852,-0.007585026,-0.007585026,-0.007585026,-0.007585026,-0.007585025858134031,11.825065,2.8901358,0.0,0.0,28.901358127593994,1.7232165,20151223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.87231815424164,24.701424525076543]}"
1_1_1_1_00000000000000001d87_0_0,40.427704,13,651,0.3988944644817312,0.33488308875431955,0.3290213782060143,0.2825951341235184,1.3395323550172782,0,15.410000000000025,11.69000000000004,10.630000000000052,10.090000000000032,46.76000000000016,0.81759745,0.76797575,0.7672708,0.719764,3.0719030244863244,0.07170073,-0.0010559391,-0.009651843,-0.0566208,-0.004223756492137909,0.0,0.0,0.0,0.0,0.0,8.615705,20151223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.68279650070168,25.024818027359572]}"
1_1_1_1_00000000000000000293_0_0,25.369368,11,205,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,15.069481,2.4936926,0.0,0.0,27.430620193481445,0.44907582,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.5370714644901,25.334736800380806]}"
1_1_1_1_000000000000000004e8_0_0,178.55992,12,594,-0.01438978325388967,-0.01438978325388967,-0.01438978325388967,-0.01438978325388967,-0.01438978325388967,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-0.0019368115,-0.0019368115,-0.0019368115,-0.0019368115,-0.001936811524028556,0.04884875,0.04884875,0.04884875,0.04884875,0.048848748207092285,14.870122,2.10759,0.0,0.0,25.291080474853516,7.609165,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.7869782022503,25.303295765436623]}"
1_1_1_1_00000000000000001428_0_0,121.41868,8,293,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,12.8855295,3.1831331,0.0,0.0,25.465065479278564,12.157596,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.221039573255,25.509908280784114]}"
1_1_1_1_0000000000000000178a_0_0,309.0889,11,414,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,12.904606,2.384075,0.0,0.0,26.224822998046875,1.6543943,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.41492345725909,25.49643355152232]}"
